Match ID,Turnaus,Joukkue1,Joukkue2,Kartta,T1 Score,T2 Score,T1 FH,T1 SH,T2 FH,T2 SH,T1 Clutches,T2 Clutches,T1 FK,T2 FK,T1 Rating,T2 Rating,Tyyppi,Päiväys,MapNro,Voittaja,Team1,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Team2,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Voittaja,T1 Tapot,T2 Tapot,Tapot Yht,T1 K/R,T2 K/R,T1 Taso,T2 Taso,Ott Taso,Turnaus Taso,Turnaus Tyyppi,Total Rounds
22527,BLAST Premier Fall Final 2023,FaZe,Ninjas in Pyjamas,Vertigo,13,6,10,3,2,4,2,1,11,8,1.29,0.89,LAN,11/22/2023,Map1,1,FaZe,rain,22527,18 - 12,1.5,101.8,0,1.46,broky,22527,15 - 11,1.36,102,0,1.45,Twistzz,22527,16 - 10,1.6,83.7,2,1.36,ropz,22527,11 - 9,1.22,53.9,0,1.1,karrigan,22527,16 - 16,1,70.2,1,1.07,Ninjas in Pyjamas,k0nfig,22527,17 - 14,1.21,111.2,1,1.34,alex,22527,12 - 15,0.8,50.5,2,0.87,headtr1ck,22527,8 - 15,0.53,60.4,1,0.77,es3tag,22527,10 - 17,0.59,67.6,-3,0.73,REZ,22527,11 - 15,0.73,54.5,-4,0.72,1,76,58,134,4,3.05,2,4,6,46,Large,19
22528,BLAST Premier Fall Final 2023,FaZe,Ninjas in Pyjamas,Nuke,13,9,7,6,5,4,0,1,11,11,1.23,0.83,LAN,11/22/2023,Map2,1,FaZe,Twistzz,22528,21 - 12,1.75,99.4,4,1.59,broky,22528,19 - 13,1.46,94.5,-1,1.32,ropz,22528,17 - 11,1.55,74.8,1,1.31,rain,22528,13 - 13,1,67.1,-3,1.04,karrigan,22528,11 - 12,0.92,55.7,-1,0.88,Ninjas in Pyjamas,REZ,22528,14 - 19,0.74,79.9,5,0.97,k0nfig,22528,16 - 18,0.89,76.9,0,0.9,alex,22528,10 - 15,0.67,64.7,-2,0.84,es3tag,22528,11 - 14,0.79,48.4,-4,0.8,headtr1ck,22528,9 - 16,0.56,53.7,1,0.66,1,81,60,141,3.68,2.73,2,4,6,46,Large,22
22529,BLAST Premier Fall Final 2023,Cloud9,Natus Vincere,Anubis,13,11,5,8,7,4,2,2,14,10,1.05,1.13,LAN,11/22/2023,Map1,1,Cloud9,electroNic,22529,25 - 15,1.67,107.7,4,1.61,Perfecto,22529,12 - 14,0.86,64.1,1,1.01,HObbit,22529,17 - 21,0.81,80.3,0,0.99,Boombl4,22529,12 - 17,0.71,50,1,0.87,Ax1Le,22529,11 - 16,0.69,53.5,-2,0.78,Natus Vincere,w0nderful,22529,25 - 13,1.92,86.2,0,1.38,Aleksib,22529,22 - 17,1.29,93.6,-2,1.31,iM,22529,16 - 13,1.23,71,3,1.16,jL,22529,11 - 15,0.73,65.6,-2,1.05,b1t,22529,9 - 19,0.47,56,-3,0.73,1,77,83,160,3.21,3.46,2,2,4,46,Large,24
22530,BLAST Premier Fall Final 2023,Cloud9,Natus Vincere,Ancient,9,13,8,1,4,9,2,4,11,11,0.98,1.16,LAN,11/22/2023,Map2,2,Cloud9,electroNic,22530,16 - 16,1,92.5,4,1.27,Boombl4,22530,14 - 17,0.82,78,1,1.08,Perfecto,22530,17 - 15,1.13,75.7,0,1,Ax1Le,22530,14 - 16,0.88,73,0,0.99,HObbit,22530,9 - 18,0.5,47.3,-5,0.57,Natus Vincere,jL,22530,18 - 13,1.38,91.8,1,1.4,w0nderful,22530,20 - 13,1.54,84.3,2,1.32,Aleksib,22530,18 - 15,1.2,75.6,0,1.21,b1t,22530,13 - 13,1,68.7,1,1,iM,22530,12 - 17,0.71,68,-4,0.86,2,70,81,151,3.18,3.68,2,2,4,46,Large,22
22531,BLAST Premier Fall Final 2023,Cloud9,Natus Vincere,Inferno,13,9,8,5,4,5,0,1,10,12,1.12,1,LAN,11/22/2023,Map3,1,Cloud9,electroNic,22531,21 - 11,1.91,88.8,-4,1.45,Perfecto,22531,21 - 12,1.75,79.7,0,1.3,Ax1Le,22531,14 - 14,1,77,1,1.14,HObbit,22531,11 - 17,0.65,65.7,2,0.87,Boombl4,22531,10 - 12,0.83,53.3,-1,0.82,Natus Vincere,iM,22531,17 - 16,1.06,92,-1,1.22,w0nderful,22531,17 - 15,1.13,76.9,4,1.22,jL,22531,13 - 13,1,63,0,1.05,b1t,22531,14 - 18,0.78,74.9,-1,0.92,Aleksib,22531,5 - 15,0.33,34.1,0,0.59,1,77,66,143,3.5,3,2,2,4,46,Large,22
22532,BLAST Premier Fall Final 2023,Vitality,Heroic,Nuke,13,6,9,4,3,3,1,1,13,6,1.3,0.73,LAN,11/22/2023,Map1,1,Vitality,Spinx,22532,27 - 9,3,116.6,4,2,flameZ,22532,16 - 9,1.78,80.2,1,1.47,mezii,22532,10 - 9,1.11,53.6,2,1.13,ZywOo,22532,10 - 11,0.91,68.9,3,1.04,apEX,22532,9 - 13,0.69,80.6,-3,0.88,Heroic,dupreeh,22532,12 - 13,0.92,53.7,-1,0.87,cadiaN,22532,11 - 14,0.79,64.9,-1,0.85,sjuush,22532,11 - 15,0.73,73.4,-2,0.79,Zyphon,22532,9 - 16,0.56,58.5,-2,0.59,TeSeS,22532,7 - 16,0.44,53.2,-1,0.53,1,72,50,122,3.79,2.63,1,3,4,46,Large,19
22533,BLAST Premier Fall Final 2023,Vitality,Heroic,Inferno,13,9,7,6,5,4,0,0,11,11,1.13,0.94,LAN,11/22/2023,Map2,1,Vitality,Spinx,22533,21 - 11,1.91,102.8,3,1.62,ZywOo,22533,15 - 10,1.5,73.7,1,1.32,apEX,22533,11 - 14,0.79,72.9,-1,0.97,mezii,22533,12 - 13,0.92,59.6,-3,0.89,flameZ,22533,9 - 13,0.69,51.9,0,0.86,Heroic,sjuush,22533,15 - 13,1.15,83,2,1.16,cadiaN,22533,13 - 14,0.93,80,-1,1.02,Zyphon,22533,10 - 12,0.83,51.2,3,0.91,dupreeh,22533,11 - 14,0.79,55.8,1,0.83,TeSeS,22533,12 - 16,0.75,56.9,-5,0.76,1,68,61,129,3.09,2.77,1,3,4,46,Large,22
22534,BLAST Premier Fall Final 2023,Complexity,Astralis,Ancient,13,9,7,6,5,4,0,1,13,9,1.28,0.83,LAN,11/22/2023,Map1,1,Complexity,floppy,22534,24 - 12,2,102.9,3,1.71,EliGE,22534,24 - 10,2.4,105.8,2,1.7,hallzerk,22534,11 - 8,1.38,51.8,1,1.04,JT,22534,12 - 15,0.8,64.6,-2,1,Grim,22534,11 - 14,0.79,54.6,0,0.96,Astralis,device,22534,16 - 15,1.07,77.5,1,1.07,blameF,22534,14 - 13,1.08,74.3,1,1.02,Buzz,22534,9 - 14,0.64,50.8,-1,0.84,Staehr,22534,12 - 18,0.67,58.7,0,0.82,b0RUP,22534,8 - 22,0.36,47.2,-5,0.4,1,82,59,141,3.73,2.68,3,3,6,46,Large,22
22535,BLAST Premier Fall Final 2023,Complexity,Astralis,Overpass,16,12,2,10,10,2,2,0,16,12,1.14,0.93,LAN,11/22/2023,Map2,1,Complexity,JT,22535,24 - 18,1.33,91.6,3,1.41,hallzerk,22535,17 - 13,1.31,68.9,2,1.15,Grim,22535,26 - 19,1.37,81.7,-4,1.15,EliGE,22535,16 - 15,1.07,69.8,1,1.14,floppy,22535,14 - 20,0.7,61.8,2,0.87,Astralis,Staehr,22535,21 - 19,1.11,78.9,-3,1.08,device,22535,17 - 18,0.94,72.1,3,1.07,blameF,22535,20 - 19,1.05,80.7,1,1.04,Buzz,22535,16 - 20,0.8,62.6,-2,0.86,b0RUP,22535,11 - 22,0.5,35.6,-3,0.59,1,97,85,182,3.46,3.04,3,3,6,46,Large,28
22536,BLAST Premier Fall Final 2023,Ninjas in Pyjamas,Natus Vincere,Overpass,11,13,2,9,10,3,1,3,12,12,1.09,1.08,LAN,11/23/2023,Map1,2,Ninjas in Pyjamas,k0nfig,22536,21 - 15,1.4,84.4,1,1.35,headtr1ck,22536,20 - 18,1.11,86.2,0,1.2,es3tag,22536,17 - 15,1.13,76.8,0,1.2,alex,22536,11 - 13,0.85,49.9,0,1.03,REZ,22536,11 - 20,0.55,67,-1,0.67,Natus Vincere,b1t,22536,21 - 13,1.62,80.2,-2,1.35,jL,22536,16 - 17,0.94,80,1,1.12,w0nderful,22536,15 - 16,0.94,64,0,1.01,iM,22536,15 - 17,0.88,72.8,0,0.98,Aleksib,22536,14 - 17,0.82,69.2,1,0.95,2,80,81,161,3.33,3.38,4,2,6,46,Large,24
22537,BLAST Premier Fall Final 2023,Ninjas in Pyjamas,Natus Vincere,Mirage,6,13,5,1,7,6,0,1,5,14,0.71,1.39,LAN,11/23/2023,Map2,2,Ninjas in Pyjamas,REZ,22537,17 - 17,1,97.7,-1,1.06,k0nfig,22537,10 - 17,0.59,68.8,-4,0.81,headtr1ck,22537,8 - 10,0.8,51.9,-1,0.71,es3tag,22537,5 - 14,0.36,37.1,-3,0.51,alex,22537,8 - 16,0.5,43.1,0,0.48,Natus Vincere,jL,22537,19 - 9,2.11,88.7,3,1.61,iM,22537,19 - 10,1.9,98.6,1,1.55,w0nderful,22537,14 - 10,1.4,81.9,2,1.35,b1t,22537,11 - 9,1.22,66.1,3,1.33,Aleksib,22537,11 - 11,1,70.8,0,1.1,2,48,74,122,2.53,3.89,4,2,6,46,Large,19
22538,BLAST Premier Fall Final 2023,FaZe,Cloud9,Overpass,11,13,7,4,5,8,1,3,14,10,0.99,1.14,LAN,11/23/2023,Map1,2,FaZe,ropz,22538,19 - 13,1.46,75.6,1,1.25,broky,22538,18 - 17,1.06,76.2,3,1.11,Twistzz,22538,13 - 16,0.81,68.7,2,0.91,rain,22538,13 - 18,0.72,71.1,-1,0.9,karrigan,22538,10 - 17,0.59,60.3,-1,0.8,Cloud9,electroNic,22538,25 - 16,1.56,96.9,3,1.56,Ax1Le,22538,22 - 13,1.69,96.8,-1,1.44,Perfecto,22538,18 - 12,1.5,80,1,1.32,HObbit,22538,6 - 14,0.43,38.8,-5,0.73,Boombl4,22538,10 - 18,0.56,43.8,-2,0.67,2,73,81,154,3.04,3.38,2,2,4,46,Large,24
22539,BLAST Premier Fall Final 2023,FaZe,Cloud9,Ancient,13,2,10,3,2,0,5,0,9,6,1.37,0.85,LAN,11/23/2023,Map2,1,FaZe,ropz,22539,16 - 7,2.29,88.7,0,1.73,broky,22539,15 - 9,1.67,91.1,1,1.5,rain,22539,10 - 10,1,94.9,2,1.37,karrigan,22539,12 - 11,1.09,89.8,1,1.3,Twistzz,22539,8 - 10,0.8,60.2,-1,0.97,Cloud9,Perfecto,22539,10 - 11,0.91,111.2,-2,1.04,Ax1Le,22539,10 - 11,0.91,82.1,-1,0.95,HObbit,22539,11 - 13,0.85,62.1,0,0.85,electroNic,22539,9 - 14,0.64,73.1,1,0.8,Boombl4,22539,7 - 13,0.54,48,-1,0.58,1,61,47,108,4.07,3.13,2,2,4,46,Large,15
22540,BLAST Premier Fall Final 2023,FaZe,Cloud9,Anubis,19,15,7,5,5,7,1,1,18,16,1.11,1,LAN,11/23/2023,Map3,1,FaZe,rain,22540,28 - 18,1.56,95.9,2,1.36,Twistzz,22540,30 - 22,1.36,87.2,3,1.31,karrigan,22540,23 - 23,1,70.4,1,1.1,ropz,22540,17 - 24,0.71,65.2,-2,0.91,broky,22540,19 - 19,1,55,-2,0.89,Cloud9,electroNic,22540,32 - 20,1.6,78.4,4,1.35,Ax1Le,22540,19 - 25,0.76,70.3,2,0.97,Perfecto,22540,18 - 23,0.78,65.2,-3,0.93,Boombl4,22540,19 - 26,0.73,63.6,-5,0.87,HObbit,22540,18 - 25,0.72,68.5,0,0.86,1,117,106,223,3.44,3.12,2,2,4,46,Large,34
22541,BLAST Premier Fall Final 2023,Heroic,Astralis,Vertigo,13,8,4,9,8,0,3,3,11,10,1.24,0.99,LAN,11/23/2023,Map1,1,Heroic,dupreeh,22541,20 - 14,1.43,98.4,2,1.48,TeSeS,22541,16 - 14,1.14,104.2,1,1.46,sjuush,22541,19 - 13,1.46,65.8,2,1.34,Zyphon,22541,15 - 14,1.07,77,-1,1.05,cadiaN,22541,9 - 13,0.69,46.8,-3,0.86,Astralis,Buzz,22541,17 - 15,1.13,80.7,-4,1.19,device,22541,13 - 17,0.76,75.4,1,1.06,blameF,22541,14 - 14,1,70.1,2,1.04,b0RUP,22541,12 - 17,0.71,62.2,1,0.85,Staehr,22541,12 - 16,0.75,66.8,-1,0.83,1,79,68,147,3.76,3.24,3,3,6,46,Large,21
22542,BLAST Premier Fall Final 2023,Heroic,Astralis,Overpass,16,13,8,4,4,8,0,2,16,13,1.17,0.97,LAN,11/23/2023,Map2,1,Heroic,cadiaN,22542,30 - 15,2,92,4,1.51,sjuush,22542,24 - 19,1.26,88.2,3,1.39,Zyphon,22542,22 - 16,1.38,79.6,-1,1.18,TeSeS,22542,18 - 21,0.86,76.1,2,1.02,dupreeh,22542,15 - 20,0.75,49.1,-5,0.71,Astralis,device,22542,32 - 18,1.78,99.2,5,1.6,blameF,22542,19 - 21,0.9,83.5,0,1.1,Buzz,22542,14 - 23,0.61,48.4,-2,0.78,Staehr,22542,15 - 23,0.65,51.7,-2,0.72,b0RUP,22542,11 - 24,0.46,50.8,-4,0.65,1,109,91,200,3.76,3.14,3,3,6,46,Large,29
22543,BLAST Premier Fall Final 2023,Vitality,Complexity,Anubis,13,2,11,2,1,1,1,0,11,4,1.48,0.64,LAN,11/23/2023,Map1,1,Vitality,ZywOo,22543,14 - 5,2.8,90.7,2,1.81,flameZ,22543,13 - 8,1.63,86.9,2,1.6,mezii,22543,12 - 7,1.71,82.2,2,1.57,Spinx,22543,9 - 3,3,67.7,-1,1.31,apEX,22543,9 - 10,0.9,62.5,2,1.11,Complexity,hallzerk,22543,7 - 9,0.78,54.3,1,0.86,EliGE,22543,7 - 12,0.58,61.3,-1,0.7,floppy,22543,9 - 11,0.82,50.2,-2,0.61,Grim,22543,5 - 13,0.38,59.3,-3,0.61,JT,22543,5 - 12,0.42,37,-2,0.41,1,57,33,90,3.8,2.2,1,3,4,46,Large,15
22544,BLAST Premier Fall Final 2023,Vitality,Complexity,Nuke,13,16,5,7,7,5,0,2,13,16,0.97,1.14,LAN,11/23/2023,Map2,2,Vitality,Spinx,22544,23 - 23,1,81.8,1,1.12,ZywOo,22544,24 - 21,1.14,81.3,1,1.07,flameZ,22544,20 - 18,1.11,71.5,-1,1.01,apEX,22544,17 - 21,0.81,69,0,0.92,mezii,22544,11 - 20,0.55,54.8,-4,0.75,Complexity,EliGE,22544,22 - 20,1.1,85.9,3,1.26,JT,22544,24 - 19,1.26,86.5,0,1.25,Grim,22544,21 - 19,1.11,79,-3,1.15,floppy,22544,16 - 20,0.8,62.5,3,1.02,hallzerk,22544,20 - 18,1.11,59,0,0.99,2,95,103,198,3.28,3.55,1,3,4,46,Large,29
22545,BLAST Premier Fall Final 2023,Vitality,Complexity,Inferno,13,7,9,4,3,4,1,0,13,7,1.35,0.79,LAN,11/23/2023,Map3,1,Vitality,ZywOo,22545,24 - 10,2.4,117.5,4,1.99,apEX,22545,17 - 9,1.89,88.3,1,1.38,flameZ,22545,17 - 11,1.55,85.5,1,1.38,Spinx,22545,11 - 12,0.92,68.4,1,1.02,mezii,22545,10 - 11,0.91,59,-1,0.97,Complexity,hallzerk,22545,15 - 15,1,84.2,2,1.03,Grim,22545,12 - 16,0.75,78.2,-1,0.9,EliGE,22545,14 - 16,0.88,74.3,-2,0.9,JT,22545,7 - 17,0.41,40.4,-5,0.58,floppy,22545,5 - 15,0.33,35.7,0,0.54,1,79,53,132,3.95,2.65,1,3,4,46,Large,20
22546,BLAST Premier Fall Final 2023,Cloud9,Heroic,Nuke,13,11,6,7,6,5,3,1,13,11,1.01,1.12,LAN,11/24/2023,Map1,1,Cloud9,electroNic,22546,18 - 17,1.06,71.2,2,1.15,Ax1Le,22546,20 - 20,1,90.1,1,1.12,HObbit,22546,18 - 18,1,75.9,0,1.08,Perfecto,22546,12 - 14,0.86,61.2,0,0.97,Boombl4,22546,9 - 20,0.45,55.3,-1,0.71,Heroic,dupreeh,22546,23 - 17,1.35,106.3,-1,1.49,Zyphon,22546,26 - 16,1.63,95.8,0,1.39,sjuush,22546,16 - 15,1.07,82.7,-2,1.22,TeSeS,22546,14 - 16,0.88,56.9,1,0.87,cadiaN,22546,8 - 17,0.47,37.2,0,0.65,1,77,87,164,3.21,3.63,2,3,5,46,Large,24
22547,BLAST Premier Fall Final 2023,Cloud9,Heroic,Inferno,13,5,9,4,3,2,0,1,10,8,1.36,0.73,LAN,11/24/2023,Map2,1,Cloud9,HObbit,22547,20 - 7,2.86,98.6,2,1.79,electroNic,22547,19 - 11,1.73,102.5,2,1.78,Ax1Le,22547,12 - 7,1.71,82.8,0,1.43,Perfecto,22547,11 - 11,1,68.6,-2,0.93,Boombl4,22547,7 - 11,0.64,51.7,0,0.87,Heroic,cadiaN,22547,10 - 11,0.91,72.6,3,1.08,TeSeS,22547,14 - 16,0.88,90.9,2,1,dupreeh,22547,10 - 14,0.71,58.6,-1,0.69,sjuush,22547,8 - 15,0.53,46.6,-1,0.52,Zyphon,22547,4 - 15,0.27,31.5,-5,0.38,1,69,46,115,3.83,2.56,2,3,5,46,Large,18
22548,BLAST Premier Fall Final 2023,Natus Vincere,Complexity,Anubis,13,10,9,4,3,7,1,1,13,10,1.15,1.02,LAN,11/24/2023,Map1,1,Natus Vincere,b1t,22548,20 - 15,1.33,80.1,5,1.41,w0nderful,22548,16 - 11,1.45,67.3,2,1.24,iM,22548,15 - 11,1.36,69,-1,1.12,jL,22548,15 - 14,1.07,71.5,-1,1.11,Aleksib,22548,9 - 17,0.53,59.5,-2,0.9,Complexity,Grim,22548,18 - 16,1.13,74.4,-2,1.2,floppy,22548,18 - 15,1.2,78.3,0,1.2,EliGE,22548,14 - 17,0.82,82.5,0,1.09,JT,22548,11 - 12,0.92,50.2,1,0.99,hallzerk,22548,7 - 15,0.47,38.3,-2,0.61,1,75,68,143,3.26,2.96,2,3,5,46,Large,23
22549,BLAST Premier Fall Final 2023,Natus Vincere,Complexity,Overpass,6,13,3,3,9,4,1,2,10,9,0.84,1.26,LAN,11/24/2023,Map2,2,Natus Vincere,b1t,22549,13 - 14,0.93,88.1,4,1.15,iM,22549,11 - 16,0.69,77.7,1,0.89,Aleksib,22549,10 - 13,0.77,52.5,-1,0.77,w0nderful,22549,11 - 15,0.73,57.8,-1,0.76,jL,22549,9 - 15,0.6,47.4,-2,0.62,Complexity,floppy,22549,16 - 11,1.45,91,2,1.49,EliGE,22549,18 - 14,1.29,102.1,0,1.47,JT,22549,13 - 10,1.3,70.8,-2,1.18,hallzerk,22549,11 - 8,1.38,53.3,1,1.16,Grim,22549,12 - 11,1.09,68.2,-2,0.99,2,54,70,124,2.84,3.68,2,3,5,46,Large,19
22550,BLAST Premier Fall Final 2023,Natus Vincere,Complexity,Nuke,10,13,5,5,7,6,2,3,14,9,1.02,1.16,LAN,11/24/2023,Map3,2,Natus Vincere,Aleksib,22550,20 - 17,1.18,89.6,2,1.28,b1t,22550,16 - 18,0.89,82.2,0,1.06,iM,22550,18 - 19,0.95,88,-1,1.02,w0nderful,22550,11 - 15,0.73,51.3,2,0.88,jL,22550,12 - 14,0.86,53.8,2,0.87,Complexity,EliGE,22550,27 - 14,1.93,129.3,4,1.85,floppy,22550,19 - 15,1.27,90.9,-2,1.29,hallzerk,22550,17 - 15,1.13,74.1,0,1.19,Grim,22550,10 - 16,0.63,39.2,-3,0.81,JT,22550,10 - 18,0.56,51.1,-4,0.68,2,77,83,160,3.35,3.61,2,3,5,46,Large,23
22551,BLAST Premier Fall Final 2023,Vitality,Cloud9,Mirage,16,13,7,5,5,7,3,3,18,11,1.18,0.92,LAN,11/25/2023,Map1,1,Vitality,ZywOo,22551,26 - 14,1.86,81.7,4,1.52,flameZ,22551,20 - 17,1.18,78.4,-3,1.19,Spinx,22551,19 - 21,0.9,84.5,4,1.12,apEX,22551,22 - 20,1.1,81,-1,1.12,mezii,22551,15 - 14,1.07,57.6,3,0.97,Cloud9,Ax1Le,22551,24 - 20,1.2,111.3,1,1.35,Perfecto,22551,18 - 16,1.13,58,2,1.08,electroNic,22551,13 - 23,0.57,54.1,-7,0.75,Boombl4,22551,16 - 19,0.84,50.8,-3,0.72,HObbit,22551,14 - 25,0.56,55.4,0,0.67,1,102,85,187,3.52,2.93,1,2,3,46,Large,29
22552,BLAST Premier Fall Final 2023,Vitality,Cloud9,Nuke,9,13,6,3,6,7,1,2,10,12,0.86,1.18,LAN,11/25/2023,Map2,2,Vitality,ZywOo,22552,15 - 13,1.15,75.9,3,1.13,apEX,22552,10 - 16,0.63,75.6,-1,1,flameZ,22552,14 - 15,0.93,60.5,-1,0.87,Spinx,22552,7 - 14,0.5,52.5,0,0.66,mezii,22552,10 - 16,0.63,49.4,-3,0.62,Cloud9,electroNic,22552,20 - 10,2,88.2,3,1.54,Boombl4,22552,16 - 12,1.33,97.9,2,1.36,HObbit,22552,13 - 10,1.3,57.3,0,1.14,Ax1Le,22552,13 - 13,1,64,0,0.98,Perfecto,22552,12 - 12,1,52,-3,0.86,2,56,74,130,2.55,3.36,1,2,3,46,Large,22
22553,BLAST Premier Fall Final 2023,Vitality,Cloud9,Inferno,13,11,7,6,5,6,2,1,15,9,1.18,0.93,LAN,11/25/2023,Map3,1,Vitality,Spinx,22553,24 - 14,1.71,97.7,4,1.5,ZywOo,22553,21 - 15,1.4,81.9,2,1.29,flameZ,22553,14 - 15,0.93,75,2,1.16,mezii,22553,12 - 13,0.92,47.6,-2,0.99,apEX,22553,11 - 16,0.69,57,0,0.95,Cloud9,electroNic,22553,22 - 18,1.22,95.2,-2,1.25,Perfecto,22553,13 - 15,0.87,64.5,1,0.91,Ax1Le,22553,15 - 16,0.94,57.9,-1,0.89,HObbit,22553,13 - 16,0.81,62.8,-4,0.83,Boombl4,22553,10 - 18,0.56,56.5,0,0.76,1,82,73,155,3.42,3.04,1,2,3,46,Large,24
22554,BLAST Premier Fall Final 2023,FaZe,Complexity,Anubis,13,10,10,3,2,8,2,0,11,12,1.13,1.05,LAN,11/25/2023,Map1,1,FaZe,broky,22554,19 - 14,1.36,84.3,1,1.3,Twistzz,22554,16 - 14,1.14,85.7,2,1.22,karrigan,22554,15 - 15,1,80,0,1.2,ropz,22554,17 - 15,1.13,83,-2,1.05,rain,22554,12 - 16,0.75,62.1,-2,0.88,Complexity,EliGE,22554,20 - 19,1.05,82.1,2,1.21,Grim,22554,17 - 18,0.94,92,-1,1.21,JT,22554,15 - 13,1.15,63.2,2,1.15,floppy,22554,11 - 15,0.73,66.4,-2,0.9,hallzerk,22554,11 - 14,0.79,49,0,0.77,1,79,74,153,3.43,3.22,2,3,5,46,Large,23
22555,BLAST Premier Fall Final 2023,FaZe,Complexity,Nuke,5,13,4,1,8,5,1,3,7,11,0.76,1.42,LAN,11/25/2023,Map2,2,FaZe,rain,22555,11 - 14,0.79,78.7,0,0.95,ropz,22555,9 - 17,0.53,59.3,-1,0.75,broky,22555,9 - 15,0.6,59.8,-1,0.73,karrigan,22555,11 - 17,0.65,57.7,-2,0.68,Twistzz,22555,8 - 15,0.53,65.1,0,0.67,Complexity,EliGE,22555,19 - 8,2.38,121.6,1,1.88,Grim,22555,20 - 12,1.67,112.6,0,1.63,floppy,22555,17 - 9,1.89,78.9,1,1.44,hallzerk,22555,15 - 8,1.88,80.8,3,1.39,JT,22555,7 - 13,0.54,51.3,-1,0.77,2,48,78,126,2.67,4.33,2,3,5,46,Large,18
22556,BLAST Premier Fall Final 2023,FaZe,Complexity,Ancient,13,7,9,4,3,4,2,3,11,9,1.24,0.99,LAN,11/25/2023,Map3,1,FaZe,rain,22556,22 - 14,1.57,107.8,2,1.59,karrigan,22556,14 - 12,1.17,83,1,1.32,broky,22556,15 - 15,1,85,3,1.25,ropz,22556,15 - 13,1.15,75,-1,1.17,Twistzz,22556,12 - 13,0.92,56.5,-3,0.88,Complexity,EliGE,22556,19 - 15,1.27,96.8,-1,1.27,JT,22556,17 - 18,0.94,80,0,1.12,floppy,22556,13 - 14,0.93,85.5,0,1.06,Grim,22556,11 - 17,0.65,59.1,0,0.85,hallzerk,22556,7 - 16,0.44,39.9,-1,0.64,1,78,67,145,3.9,3.35,2,3,5,46,Large,20
22557,BLAST Premier Fall Final 2023,Vitality,FaZe,Vertigo,13,3,9,4,3,0,1,2,12,4,1.61,0.58,LAN,11/26/2023,Map1,1,Vitality,flameZ,22557,23 - 7,3.29,127.1,0,2.25,apEX,22557,13 - 6,2.17,94.8,1,1.69,Spinx,22557,12 - 6,2,75,3,1.46,mezii,22557,9 - 7,1.29,72.4,1,1.36,ZywOo,22557,10 - 8,1.25,60.2,3,1.3,FaZe,ropz,22557,15 - 11,1.36,86.5,-1,1.23,karrigan,22557,7 - 13,0.54,55.5,-2,0.56,rain,22557,7 - 15,0.47,54.8,-1,0.53,broky,22557,4 - 15,0.27,49.8,-2,0.36,Twistzz,22557,1 - 13,0.08,12.1,-2,0.2,1,67,34,101,4.19,2.13,1,2,3,46,Large,16
22558,BLAST Premier Fall Final 2023,Vitality,FaZe,Nuke,13,11,5,8,7,4,2,0,13,11,1.03,1.08,LAN,11/26/2023,Map2,1,Vitality,ZywOo,22558,21 - 13,1.62,74.9,-1,1.35,Spinx,22558,16 - 14,1.14,72,2,1.13,flameZ,22558,12 - 17,0.71,65.2,1,0.93,mezii,22558,10 - 15,0.67,56.8,2,0.89,apEX,22558,14 - 17,0.82,68.7,-2,0.86,FaZe,broky,22558,18 - 12,1.5,73.4,2,1.31,rain,22558,19 - 16,1.19,85.2,0,1.24,ropz,22558,17 - 14,1.21,71.7,-2,1.12,Twistzz,22558,15 - 14,1.07,77,1,1.11,karrigan,22558,7 - 18,0.39,43.8,-3,0.62,1,73,76,149,3.04,3.17,1,2,3,46,Large,24
22559,ESL Challenger Jönköping 2023,Monte,TYLOO,Anubis,13,5,8,5,4,1,4,2,10,8,1.36,0.82,LAN,11/24/2023,Map1,1,Monte,sdy,22559,21 - 10,2.1,115.4,0,1.8,DemQQ,22559,15 - 12,1.25,109.6,2,1.45,Woro2k,22559,15 - 10,1.5,79.5,1,1.24,kRaSnaL,22559,15 - 11,1.36,65.2,-1,1.22,br0,22559,11 - 11,1,72.4,0,1.09,TYLOO,Moseyuh,22559,13 - 16,0.81,78.8,-1,0.98,Mercury,22559,15 - 15,1,77.2,0,0.98,kaze,22559,11 - 15,0.73,60.9,1,0.86,advent,22559,8 - 15,0.53,56.7,0,0.66,JamYoung,22559,7 - 16,0.44,54.7,-2,0.63,1,77,54,131,4.28,3,2,5,7,27,Medium,18
