Match ID,Turnaus,Joukkue1,Joukkue2,Kartta,T1 Score,T2 Score,T1 FH,T1 SH,T2 FH,T2 SH,T1 Clutches,T2 Clutches,T1 FK,T2 FK,T1 Rating,T2 Rating,Tyyppi,Päiväys,MapNro,Voittaja,Team1,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Team2,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Voittaja,T1 Tapot,T2 Tapot,Tapot Yht,T1 K/R,T2 K/R,T1 Taso,T2 Taso,Ott Taso,Turnaus Taso,Turnaus Tyyppi,Total Rounds
22560,ESL Challenger Jönköping 2023,Nouns,Eternal Fire,Vertigo,13,11,5,8,7,4,4,0,14,10,1.2,0.98,LAN,11/24/2023,Map1,1,Nouns,MarKE,22560,25 - 16,1.56,102,2,1.55,cynic,22560,16 - 17,0.94,92.3,1,1.26,Bwills,22560,15 - 14,1.07,78.2,2,1.18,cJ dA K1nG,22560,18 - 15,1.2,75.3,1,1.17,nosraC,22560,13 - 15,0.87,53.4,-2,0.84,Eternal Fire,XANTARES,22560,23 - 15,1.53,95.1,-1,1.3,Wicadia,22560,16 - 18,0.89,73.2,0,0.99,woxic,22560,14 - 18,0.78,72.8,0,0.93,MAJ3R,22560,14 - 17,0.82,66.1,-1,0.89,Calyx,22560,10 - 19,0.53,66,-2,0.78,1,87,77,164,3.63,3.21,4,3,7,27,Medium,24
22561,ESL Challenger Jönköping 2023,Virtus.pro,3DMAX,Ancient,13,9,10,3,2,7,0,1,11,11,1.26,0.87,LAN,11/24/2023,Map1,1,Virtus.pro,mir,22561,21 - 11,1.91,83,2,1.53,Jame,22561,14 - 6,2.33,58.2,2,1.32,n0rb3r7,22561,16 - 14,1.14,83.8,0,1.26,fame,22561,15 - 13,1.15,74,-2,1.23,FL1T,22561,10 - 12,0.83,66.7,-2,0.96,3DMAX,Ex3rcice,22561,15 - 13,1.15,61.6,1,1.09,Djoko,22561,16 - 19,0.84,71,4,1.04,hAdji,22561,14 - 15,0.93,59.1,-1,0.84,Lucky,22561,7 - 17,0.41,57,-3,0.76,Maka,22561,4 - 13,0.31,32.6,-1,0.63,1,76,56,132,3.45,2.55,2,5,7,27,Medium,22
22562,ESL Challenger Jönköping 2023,MIBR,GamerLegion,Ancient,13,9,5,8,7,2,2,3,14,7,1.21,0.95,LAN,11/24/2023,Map1,1,MIBR,insani,22562,23 - 13,1.77,112,2,1.68,brnz4n,22562,14 - 13,1.08,72.1,2,1.19,exit,22562,12 - 10,1.2,61.3,1,1.13,saffee,22562,17 - 12,1.42,56.4,2,1.11,drop,22562,13 - 16,0.81,80.4,0,0.97,GamerLegion,Snax,22562,16 - 17,0.94,78.4,1,1.08,acoR,22562,12 - 16,0.75,64.1,1,0.99,volt,22562,12 - 15,0.8,60,-2,0.99,Keoz,22562,13 - 16,0.81,58.2,-2,0.89,isak,22562,11 - 15,0.73,47.5,-5,0.77,1,79,64,143,3.59,2.91,3,3,6,27,Medium,22
22563,ESL Challenger Jönköping 2023,Monte,Nouns,Ancient,13,8,8,5,4,4,4,2,11,9,1.3,0.9,LAN,11/24/2023,Map1,1,Monte,sdy,22563,20 - 14,1.43,97.7,1,1.47,DemQQ,22563,20 - 12,1.67,87.2,2,1.45,kRaSnaL,22563,16 - 14,1.14,103.8,2,1.44,br0,22563,16 - 15,1.07,73.9,-2,1.12,Woro2k,22563,13 - 14,0.93,74.6,-1,1.05,Nouns,cynic,22563,15 - 18,0.83,73.4,2,0.98,Bwills,22563,15 - 15,1,69.4,-3,0.91,MarKE,22563,12 - 17,0.71,72.3,-1,0.9,cJ dA K1nG,22563,14 - 17,0.82,72.2,-2,0.89,nosraC,22563,12 - 19,0.63,79.6,1,0.8,1,85,68,153,4.05,3.24,2,4,6,27,Medium,21
22564,ESL Challenger Jönköping 2023,Virtus.pro,MIBR,Ancient,22,25,6,6,6,6,4,4,23,23,0.96,1.1,LAN,11/24/2023,Map1,2,Virtus.pro,FL1T,22564,36 - 34,1.06,87,0,1.18,Jame,22564,36 - 27,1.33,66.7,2,1.12,n0rb3r7,22564,34 - 37,0.92,88.5,0,1.11,fame,22564,21 - 33,0.64,49,0,0.7,mir,22564,23 - 37,0.62,52.8,-2,0.67,MIBR,insani,22564,37 - 30,1.23,84.1,-2,1.17,brnz4n,22564,33 - 35,0.94,85.5,3,1.12,exit,22564,34 - 29,1.17,71.5,1,1.11,drop,22564,30 - 32,0.94,76.1,-3,1.04,saffee,22564,33 - 29,1.14,63.9,0,1.03,2,150,167,317,3.19,3.55,2,3,5,27,Medium,47
22565,ESL Challenger Jönköping 2023,3DMAX,GamerLegion,Ancient,13,4,10,3,2,2,0,0,9,8,1.37,0.71,LAN,11/24/2023,Map1,1,3DMAX,Maka,22565,13 - 6,2.17,81.3,4,1.52,Djoko,22565,13 - 11,1.18,91.7,1,1.46,hAdji,22565,16 - 8,2,85.3,-2,1.37,Ex3rcice,22565,16 - 10,1.6,82.3,-1,1.3,Lucky,22565,11 - 9,1.22,75.1,-1,1.21,GamerLegion,volt,22565,13 - 13,1,80.8,0,0.99,acoR,22565,8 - 13,0.62,63.9,1,0.74,isak,22565,8 - 12,0.67,52.1,-1,0.69,Snax,22565,9 - 15,0.6,64.8,-2,0.64,Keoz,22565,6 - 16,0.38,46.8,1,0.47,1,69,44,113,4.06,2.59,5,3,8,27,Medium,17
22566,ESL Challenger Jönköping 2023,3DMAX,GamerLegion,Overpass,9,13,5,4,7,6,1,0,9,13,0.97,1.21,LAN,11/24/2023,Map2,2,3DMAX,Ex3rcice,22566,21 - 16,1.31,91,-1,1.28,Djoko,22566,19 - 15,1.27,71.5,1,1.17,Maka,22566,12 - 12,1,69.5,2,1,Lucky,22566,9 - 18,0.5,56.3,-3,0.77,hAdji,22566,9 - 18,0.5,67.1,-3,0.64,GamerLegion,volt,22566,18 - 12,1.5,97.6,0,1.5,isak,22566,16 - 15,1.07,104.5,2,1.43,Keoz,22566,16 - 14,1.14,70.5,1,1.14,acoR,22566,16 - 16,1,71.9,2,1.1,Snax,22566,13 - 13,1,55.1,-1,0.88,2,70,79,149,3.18,3.59,5,3,8,27,Medium,22
22567,ESL Challenger Jönköping 2023,3DMAX,GamerLegion,Vertigo,11,13,5,6,7,6,0,1,12,12,1.04,1.11,LAN,11/24/2023,Map3,2,3DMAX,Djoko,22567,16 - 17,0.94,88.2,0,1.21,hAdji,22567,18 - 15,1.2,77,2,1.2,Maka,22567,19 - 16,1.19,74,-2,1.12,Ex3rcice,22567,11 - 16,0.69,49.9,1,0.86,Lucky,22567,10 - 14,0.71,49.3,-1,0.8,GamerLegion,Snax,22567,22 - 16,1.38,101.2,1,1.38,acoR,22567,20 - 14,1.43,85.1,1,1.33,volt,22567,17 - 15,1.13,81,1,1.26,Keoz,22567,12 - 16,0.75,61.3,-1,0.87,isak,22567,6 - 14,0.43,42.5,-2,0.69,2,74,77,151,3.08,3.21,5,3,8,27,Medium,24
22568,ESL Challenger Jönköping 2023,TYLOO,Eternal Fire,Vertigo,9,13,6,3,6,7,0,1,8,14,0.83,1.21,LAN,11/25/2023,Map1,2,TYLOO,Mercury,22568,15 - 15,1,95.5,1,1.14,JamYoung,22568,13 - 14,0.93,63.4,-1,0.93,kaze,22568,12 - 16,0.75,62.5,0,0.9,Moseyuh,22568,8 - 15,0.53,41.8,-3,0.64,advent,22568,9 - 16,0.56,44.8,-3,0.56,Eternal Fire,Wicadia,22568,19 - 12,1.58,88.2,3,1.49,XANTARES,22568,16 - 14,1.14,92.1,3,1.29,Calyx,22568,16 - 10,1.6,69.2,1,1.28,MAJ3R,22568,12 - 11,1.09,60.9,-1,1.03,woxic,22568,12 - 12,1,59.1,0,0.98,2,57,75,132,2.59,3.41,5,3,8,27,Medium,22
22569,ESL Challenger Jönköping 2023,TYLOO,Eternal Fire,Overpass,4,13,4,0,8,5,0,2,6,11,0.65,1.4,LAN,11/25/2023,Map2,2,TYLOO,Moseyuh,22569,9 - 13,0.69,66.4,1,0.84,kaze,22569,10 - 14,0.71,58,0,0.8,JamYoung,22569,7 - 13,0.54,57.2,-2,0.65,Mercury,22569,4 - 13,0.31,41.6,-2,0.52,advent,22569,4 - 13,0.31,44.8,-2,0.42,Eternal Fire,Wicadia,22569,20 - 7,2.86,101.5,2,1.76,XANTARES,22569,17 - 5,3.4,88.3,2,1.76,woxic,22569,12 - 9,1.33,77.9,3,1.32,Calyx,22569,12 - 8,1.5,90.5,-3,1.21,MAJ3R,22569,5 - 5,1,41.3,1,0.95,2,34,66,100,2,3.88,5,3,8,27,Medium,17
22570,ESL Challenger Jönköping 2023,Virtus.pro,GamerLegion,Ancient,13,7,8,5,4,3,2,1,12,8,1.23,0.9,LAN,11/25/2023,Map1,1,Virtus.pro,FL1T,22570,13 - 11,1.18,83.2,4,1.41,Jame,22570,16 - 8,2,75.4,1,1.39,fame,22570,18 - 12,1.5,84.6,-2,1.24,mir,22570,13 - 13,1,83.8,0,1.14,n0rb3r7,22570,11 - 14,0.79,54.6,1,0.95,GamerLegion,acoR,22570,13 - 12,1.08,73.2,-1,0.97,Snax,22570,13 - 16,0.81,79.3,0,0.94,volt,22570,11 - 15,0.73,63.6,-1,0.92,Keoz,22570,9 - 14,0.64,65.4,-1,0.87,isak,22570,12 - 14,0.86,51.6,-1,0.79,1,71,58,129,3.55,2.9,2,3,5,27,Medium,20
22571,ESL Challenger Jönköping 2023,Virtus.pro,GamerLegion,Vertigo,13,10,7,6,5,5,2,2,10,13,1.1,1.03,LAN,11/25/2023,Map2,1,Virtus.pro,mir,22571,16 - 16,1,72.5,-1,1.19,n0rb3r7,22571,20 - 16,1.25,84.5,0,1.18,Jame,22571,17 - 13,1.31,73.6,1,1.14,FL1T,22571,14 - 15,0.93,74.1,1,1.12,fame,22571,13 - 15,0.87,52.5,-4,0.85,GamerLegion,Snax,22571,16 - 18,0.89,95.7,-1,1.16,Keoz,22571,15 - 17,0.88,76.8,3,1.09,volt,22571,14 - 15,0.93,57.3,2,1.04,isak,22571,14 - 14,1,63.7,-2,0.97,acoR,22571,12 - 16,0.75,56,1,0.88,1,80,71,151,3.48,3.09,2,3,5,27,Medium,23
22572,ESL Challenger Jönköping 2023,Nouns,Eternal Fire,Vertigo,3,13,3,0,9,4,0,3,8,8,0.78,1.42,LAN,11/25/2023,Map1,2,Nouns,MarKE,22572,11 - 14,0.79,69.7,0,0.85,Bwills,22572,9 - 14,0.64,79.3,-1,0.83,nosraC,22572,8 - 12,0.67,54,1,0.77,cJ dA K1nG,22572,7 - 13,0.54,55.7,1,0.75,cynic,22572,10 - 13,0.77,53.2,-1,0.69,Eternal Fire,Wicadia,22572,17 - 11,1.55,116.6,0,1.69,woxic,22572,12 - 8,1.5,85.5,1,1.45,XANTARES,22572,13 - 11,1.18,98.7,-3,1.35,Calyx,22572,12 - 7,1.71,60.1,0,1.34,MAJ3R,22572,10 - 8,1.25,53.4,2,1.3,2,45,64,109,2.81,4,4,3,7,27,Medium,16
22573,ESL Challenger Jönköping 2023,Nouns,Eternal Fire,Nuke,9,13,5,4,7,6,1,1,6,16,0.75,1.28,LAN,11/25/2023,Map2,2,Nouns,nosraC,22573,15 - 16,0.94,65.2,-2,0.93,cynic,22573,14 - 16,0.88,67.5,-2,0.87,cJ dA K1nG,22573,11 - 18,0.61,65.9,-1,0.78,MarKE,22573,11 - 19,0.58,55.1,-2,0.67,Bwills,22573,9 - 19,0.47,50.3,-3,0.52,Eternal Fire,Calyx,22573,20 - 10,2,86.8,1,1.43,XANTARES,22573,19 - 15,1.27,87.5,4,1.34,Wicadia,22573,18 - 12,1.5,81.6,4,1.31,woxic,22573,17 - 14,1.21,80.3,0,1.16,MAJ3R,22573,13 - 10,1.3,74.2,1,1.16,2,60,87,147,2.73,3.95,4,3,7,27,Medium,22
22574,ESL Challenger Jönköping 2023,Monte,Virtus.pro,Ancient,13,8,7,6,5,3,2,1,12,9,1.12,0.96,LAN,11/26/2023,Map1,1,Monte,kRaSnaL,22574,19 - 14,1.36,109.9,2,1.43,DemQQ,22574,19 - 10,1.9,84.1,2,1.4,sdy,22574,18 - 15,1.2,74.5,2,1.18,br0,22574,8 - 14,0.57,71.3,1,0.97,Woro2k,22574,8 - 14,0.57,49.6,-4,0.63,Virtus.pro,n0rb3r7,22574,20 - 15,1.33,100,2,1.38,FL1T,22574,15 - 14,1.07,88.9,0,1.13,mir,22574,13 - 14,0.93,55.8,1,0.88,Jame,22574,11 - 13,0.85,58.6,1,0.83,fame,22574,6 - 16,0.38,47.6,-7,0.56,1,72,65,137,3.43,3.1,2,2,4,27,Medium,21
22575,ESL Challenger Jönköping 2023,Monte,Virtus.pro,Anubis,6,13,5,1,7,6,1,1,9,10,0.92,1.24,LAN,11/26/2023,Map2,2,Monte,sdy,22575,16 - 12,1.33,89.8,2,1.35,br0,22575,12 - 12,1,68.7,-2,1.04,DemQQ,22575,13 - 15,0.87,85.5,1,0.97,Woro2k,22575,9 - 18,0.5,67.4,2,0.64,kRaSnaL,22575,5 - 13,0.38,42.1,-4,0.6,Virtus.pro,FL1T,22575,17 - 9,1.89,78.5,3,1.49,fame,22575,18 - 10,1.8,88.8,1,1.45,Jame,22575,10 - 8,1.25,67.2,0,1.1,mir,22575,14 - 14,1,83.5,-3,1.09,n0rb3r7,22575,11 - 14,0.79,73.9,0,1.06,2,55,70,125,2.89,3.68,2,2,4,27,Medium,19
22576,ESL Challenger Jönköping 2023,Monte,Virtus.pro,Mirage,13,10,7,6,5,5,3,2,12,11,1.21,0.92,LAN,11/26/2023,Map3,1,Monte,sdy,22576,27 - 14,1.93,114.5,1,1.75,kRaSnaL,22576,18 - 13,1.38,83.9,0,1.24,Woro2k,22576,18 - 17,1.06,90.5,1,1.19,br0,22576,13 - 11,1.18,62.4,-2,1.09,DemQQ,22576,11 - 16,0.69,45.5,1,0.79,Virtus.pro,fame,22576,16 - 16,1,73.9,-2,1.1,n0rb3r7,22576,16 - 18,0.89,65.5,3,0.98,mir,22576,16 - 17,0.94,67.7,1,0.91,FL1T,22576,12 - 19,0.63,80.7,-1,0.89,Jame,22576,11 - 17,0.65,52.5,-2,0.73,1,87,71,158,3.78,3.09,2,2,4,27,Medium,23
22577,ESL Challenger Jönköping 2023,Eternal Fire,MIBR,Vertigo,16,13,6,6,6,6,2,2,19,10,1.08,1.04,LAN,11/26/2023,Map1,1,Eternal Fire,Wicadia,22577,24 - 22,1.09,92.8,2,1.24,XANTARES,22577,20 - 21,0.95,85.4,5,1.19,MAJ3R,22577,18 - 18,1,58.8,2,1.1,woxic,22577,21 - 19,1.11,67.7,0,1.08,Calyx,22577,14 - 21,0.67,63.3,0,0.8,MIBR,brnz4n,22577,24 - 21,1.14,94.6,-7,1.2,saffee,22577,22 - 19,1.16,74.3,0,1.12,exit,22577,19 - 18,1.06,81,2,1.12,insani,22577,20 - 24,0.83,73.6,-3,0.93,drop,22577,15 - 18,0.83,57,-1,0.83,1,97,100,197,3.34,3.45,3,3,6,27,Medium,29
22578,ESL Challenger Jönköping 2023,Eternal Fire,MIBR,Anubis,10,13,6,4,6,7,0,3,11,12,1.08,1.11,LAN,11/26/2023,Map2,2,Eternal Fire,XANTARES,22578,19 - 16,1.19,82.7,1,1.29,MAJ3R,22578,19 - 15,1.27,82.7,-1,1.17,woxic,22578,13 - 12,1.08,69.2,0,1.1,Calyx,22578,16 - 17,0.94,77.7,1,1.05,Wicadia,22578,13 - 20,0.65,60.5,-2,0.77,MIBR,brnz4n,22578,25 - 18,1.39,113,1,1.6,exit,22578,21 - 15,1.4,92.3,1,1.35,insani,22578,14 - 19,0.74,77,2,1.07,drop,22578,10 - 12,0.83,46.1,-1,0.95,saffee,22578,10 - 16,0.63,44.4,-2,0.57,2,80,80,160,3.48,3.48,3,3,6,27,Medium,23
22579,ESL Challenger Jönköping 2023,Eternal Fire,MIBR,Mirage,22,19,3,9,9,3,3,1,15,26,1.07,1.02,LAN,11/26/2023,Map3,1,Eternal Fire,woxic,22579,37 - 27,1.37,85.7,2,1.3,Calyx,22579,36 - 24,1.5,77,-1,1.29,XANTARES,22579,29 - 28,1.04,84.3,-2,1.17,Wicadia,22579,20 - 28,0.71,66.2,-6,0.82,MAJ3R,22579,19 - 28,0.68,51.4,-4,0.75,MIBR,saffee,22579,37 - 26,1.42,90.1,10,1.44,insani,22579,26 - 30,0.87,72.2,5,1,exit,22579,28 - 28,1,72.9,-1,0.95,drop,22579,23 - 28,0.82,52.2,2,0.85,brnz4n,22579,21 - 31,0.68,70.3,-5,0.84,1,141,135,276,3.44,3.29,3,3,6,27,Medium,41
22580,ESL Challenger Jönköping 2023,Monte,Eternal Fire,Vertigo,13,10,8,5,4,6,2,1,11,12,1.11,1.05,LAN,11/26/2023,Map1,1,Monte,sdy,22580,19 - 13,1.46,82.5,0,1.26,br0,22580,19 - 15,1.27,88.7,0,1.17,kRaSnaL,22580,13 - 18,0.72,74,-1,1.12,Woro2k,22580,16 - 16,1,74.7,1,1.1,DemQQ,22580,14 - 16,0.88,73.4,-1,0.91,Eternal Fire,XANTARES,22580,23 - 18,1.28,96.8,3,1.37,MAJ3R,22580,14 - 14,1,82.6,2,1.16,Wicadia,22580,16 - 15,1.07,74.6,-4,1.09,woxic,22580,13 - 18,0.72,77,-1,0.93,Calyx,22580,12 - 16,0.75,52,1,0.72,1,81,78,159,3.52,3.39,2,3,5,27,Medium,23
22581,ESL Challenger Jönköping 2023,Monte,Eternal Fire,Anubis,19,16,5,7,7,5,5,3,17,18,1.16,0.98,LAN,11/26/2023,Map2,1,Monte,br0,22581,36 - 23,1.57,101.3,3,1.54,Woro2k,22581,30 - 21,1.43,84.7,4,1.36,sdy,22581,24 - 20,1.2,67.6,-2,1.06,kRaSnaL,22581,22 - 26,0.85,69.1,-1,0.98,DemQQ,22581,18 - 24,0.75,65.9,-5,0.89,Eternal Fire,Wicadia,22581,30 - 26,1.15,94.1,3,1.3,XANTARES,22581,29 - 27,1.07,91.9,2,1.3,woxic,22581,21 - 24,0.88,68.2,-1,0.92,Calyx,22581,16 - 27,0.59,57.5,-2,0.7,MAJ3R,22581,17 - 26,0.65,57.7,-1,0.68,1,130,113,243,3.71,3.23,2,3,5,27,Medium,35
22582,Elisa Masters Espoo 2023,ENCE,HAVU,Nuke,6,13,2,4,10,3,0,0,7,12,0.82,1.19,LAN,11/29/2023,Map1,2,ENCE,Maden,22582,18 - 16,1.13,100.1,0,1.17,SunPayus,22582,13 - 12,1.08,64.5,-3,1,dycha,22582,6 - 12,0.5,47.5,-2,0.74,gla1ve,22582,7 - 12,0.58,46.2,-1,0.62,NertZ,22582,4 - 14,0.29,31,1,0.56,HAVU,ottoNd,22582,16 - 5,3.2,70.7,4,1.56,sLowi,22582,12 - 10,1.2,88.7,2,1.26,Banjo,22582,15 - 10,1.5,71.7,-1,1.11,Airax,22582,14 - 15,0.93,85.6,0,1.1,uli,22582,7 - 9,0.78,50.3,0,0.94,2,48,64,112,2.53,3.37,2,5,7,36,Medium,19
22583,Elisa Masters Espoo 2023,GamerLegion,fnatic,Vertigo,13,8,8,5,4,4,0,1,14,7,1.31,0.79,LAN,11/29/2023,Map1,1,GamerLegion,volt,22583,20 - 11,1.82,90.1,3,1.55,acoR,22583,16 - 12,1.33,77.5,2,1.35,Snax,22583,17 - 9,1.89,79.8,-1,1.33,Keoz,22583,14 - 11,1.27,83.8,3,1.25,isak,22583,11 - 10,1.1,59,0,1.07,fnatic,MATYS,22583,15 - 14,1.07,74.5,0,1.06,bodyy,22583,11 - 15,0.73,54.6,-5,0.81,kyuubii,22583,9 - 15,0.6,49.8,-1,0.75,afro,22583,10 - 18,0.56,77,-1,0.74,KRIMZ,22583,8 - 16,0.5,47.8,0,0.58,1,78,53,131,3.71,2.52,3,3,6,36,Medium,21
22584,Elisa Masters Espoo 2023,MOUZ,Apeks,Inferno,16,19,7,5,5,7,0,1,13,22,1.04,1.04,LAN,11/30/2023,Map1,2,MOUZ,torzsi,22584,26 - 21,1.24,74.3,1,1.19,Jimpphat,22584,25 - 22,1.14,75.1,0,1.08,frozen,22584,19 - 21,0.9,77.1,-2,1.01,siuhy,22584,19 - 26,0.73,64.6,-2,0.97,xertioN,22584,26 - 25,1.04,76.2,-6,0.97,Apeks,jkaem,22584,25 - 20,1.25,91,1,1.28,kyxsan,22584,26 - 21,1.24,75.8,2,1.21,CacaNito,22584,23 - 25,0.92,61.1,4,0.94,sense,22584,18 - 25,0.72,65,1,0.88,nawwk,22584,21 - 24,0.88,65.6,1,0.88,2,115,113,228,3.29,3.23,2,3,5,36,Medium,35
22585,Elisa Masters Espoo 2023,Complexity,FURIA,Ancient,8,13,8,0,4,9,1,0,14,7,0.92,1.18,LAN,11/30/2023,Map1,2,Complexity,Grim,22585,15 - 15,1,65.1,3,1.12,EliGE,22585,12 - 14,0.86,77.9,2,1.08,hallzerk,22585,12 - 16,0.75,63.2,2,0.88,floppy,22585,11 - 16,0.69,74.2,-1,0.87,JT,22585,9 - 16,0.56,56.5,1,0.66,FURIA,arT,22585,21 - 10,2.1,104.5,-3,1.64,FalleN,22585,18 - 12,1.5,74.4,2,1.27,yuurih,22585,12 - 16,0.75,84.3,0,1.03,KSCERATO,22585,13 - 10,1.3,62.6,-3,1.03,chelo,22585,12 - 14,0.86,63.6,-3,0.89,2,59,76,135,2.81,3.62,3,2,5,36,Medium,21
22586,Elisa Masters Espoo 2023,HAVU,GamerLegion,Ancient,13,10,10,3,2,8,2,0,15,8,1.09,1,LAN,11/29/2023,Map1,1,HAVU,Airax,22586,16 - 14,1.14,77.5,0,1.19,sLowi,22586,19 - 17,1.12,79.4,1,1.17,Banjo,22586,12 - 16,0.75,79.2,3,1.11,ottoNd,22586,14 - 11,1.27,54.3,1,1,uli,22586,12 - 14,0.86,74,2,0.97,GamerLegion,acoR,22586,18 - 13,1.38,85,0,1.19,isak,22586,16 - 14,1.14,72,1,1.13,Snax,22586,13 - 15,0.87,59.7,0,0.96,Keoz,22586,14 - 17,0.82,65.2,-5,0.9,volt,22586,10 - 15,0.67,54.4,-3,0.84,1,73,71,144,3.17,3.09,5,3,8,36,Medium,23
22587,Elisa Masters Espoo 2023,HAVU,GamerLegion,Overpass,5,13,3,2,9,4,0,2,9,9,0.86,1.31,LAN,11/29/2023,Map2,2,HAVU,Airax,22587,15 - 16,0.94,93.9,2,1.09,sLowi,22587,12 - 12,1,68.9,0,0.97,uli,22587,10 - 14,0.71,57.2,1,0.78,Banjo,22587,10 - 15,0.67,73.9,-3,0.74,ottoNd,22587,7 - 12,0.58,45.9,0,0.71,GamerLegion,isak,22587,21 - 11,1.91,116.6,3,1.84,volt,22587,18 - 11,1.64,91.6,0,1.47,Snax,22587,14 - 10,1.4,71.5,-1,1.32,Keoz,22587,12 - 10,1.2,83.2,0,1.24,acoR,22587,4 - 12,0.33,44.2,-2,0.65,2,54,69,123,3,3.83,5,3,8,36,Medium,18
22588,Elisa Masters Espoo 2023,HAVU,GamerLegion,Nuke,13,10,4,9,8,2,1,0,9,14,0.98,1.05,LAN,11/29/2023,Map3,1,HAVU,ottoNd,22588,17 - 12,1.42,64.8,2,1.09,Airax,22588,16 - 17,0.94,72.6,-3,0.99,Banjo,22588,16 - 15,1.07,69.3,-3,0.96,uli,22588,12 - 15,0.8,67.5,-1,0.95,sLowi,22588,11 - 15,0.73,62.3,0,0.89,GamerLegion,Keoz,22588,18 - 12,1.5,81.4,3,1.36,Snax,22588,19 - 15,1.27,85.7,4,1.3,acoR,22588,13 - 14,0.93,58.7,-1,0.89,volt,22588,13 - 16,0.81,62.9,-2,0.89,isak,22588,11 - 15,0.73,51,1,0.81,1,72,74,146,3.13,3.22,5,3,8,36,Medium,23
22589,Elisa Masters Espoo 2023,ENCE,fnatic,Anubis,7,13,5,2,7,6,1,1,10,10,0.93,1.17,LAN,11/29/2023,Map1,2,ENCE,Maden,22589,23 - 14,1.64,99.8,2,1.48,NertZ,22589,17 - 14,1.21,101.2,2,1.4,SunPayus,22589,8 - 12,0.67,49,-1,0.74,dycha,22589,7 - 17,0.41,57.5,2,0.69,gla1ve,22589,1 - 15,0.07,29.5,-5,0.35,fnatic,afro,22589,17 - 12,1.42,80.3,1,1.28,bodyy,22589,14 - 10,1.4,81.7,-2,1.22,KRIMZ,22589,14 - 10,1.4,77.2,2,1.19,kyuubii,22589,11 - 8,1.38,56.4,0,1.08,MATYS,22589,15 - 16,0.94,80.8,-1,1.06,2,56,71,127,2.8,3.55,2,3,5,36,Medium,20
22590,Elisa Masters Espoo 2023,ENCE,fnatic,Vertigo,13,2,10,3,2,0,1,0,10,5,1.52,0.62,LAN,11/29/2023,Map2,1,ENCE,gla1ve,22590,18 - 5,3.6,97.4,3,1.98,SunPayus,22590,15 - 5,3,94.7,3,1.84,NertZ,22590,11 - 7,1.57,93.1,2,1.56,Maden,22590,11 - 6,1.83,84.7,-1,1.46,dycha,22590,4 - 9,0.44,37.3,-2,0.75,fnatic,afro,22590,7 - 11,0.64,46.6,0,0.67,bodyy,22590,6 - 13,0.46,75.9,-1,0.65,MATYS,22590,8 - 12,0.67,46.8,-1,0.64,kyuubii,22590,4 - 11,0.36,52.1,-2,0.6,KRIMZ,22590,6 - 12,0.5,58.8,-1,0.52,1,59,31,90,3.93,2.07,2,3,5,36,Medium,15
22591,Elisa Masters Espoo 2023,ENCE,fnatic,Overpass,13,5,7,6,5,0,1,2,11,7,1.41,0.77,LAN,11/29/2023,Map3,1,ENCE,Maden,22591,19 - 9,2.11,101.7,-1,1.62,dycha,22591,18 - 11,1.64,98.3,3,1.45,SunPayus,22591,17 - 9,1.89,74.9,0,1.35,NertZ,22591,11 - 11,1,86.1,1,1.32,gla1ve,22591,12 - 10,1.2,78.5,1,1.3,fnatic,KRIMZ,22591,13 - 14,0.93,90.2,-1,1.06,MATYS,22591,11 - 16,0.69,75.3,0,0.95,afro,22591,10 - 16,0.63,59.9,1,0.76,bodyy,22591,10 - 17,0.59,53.8,-2,0.55,kyuubii,22591,6 - 16,0.38,46.2,-2,0.52,1,77,50,127,4.28,2.78,2,3,5,36,Medium,18
22592,Elisa Masters Espoo 2023,Apeks,FURIA,Inferno,13,7,10,3,2,5,1,2,11,9,1.32,0.85,LAN,11/30/2023,Map1,1,Apeks,nawwk,22592,23 - 7,3.29,105.9,2,1.87,CacaNito,22592,20 - 13,1.54,104.7,3,1.56,jkaem,22592,19 - 8,2.38,83.3,-1,1.54,kyxsan,22592,5 - 12,0.42,54.4,1,0.85,sense,22592,9 - 14,0.64,48.2,-3,0.8,FURIA,yuurih,22592,15 - 12,1.25,65.1,3,1.24,arT,22592,11 - 16,0.69,85.3,-1,0.86,FalleN,22592,10 - 16,0.63,65.2,0,0.8,KSCERATO,22592,8 - 16,0.5,58.2,-2,0.71,chelo,22592,10 - 17,0.59,63.1,-2,0.63,1,76,54,130,3.8,2.7,3,2,5,36,Medium,20
